Reference,month,year,gr,Season,TBEP_seg,sgyear,FLUCCSCODE,areas,bottom,DominantVeg,bveg,Shore,bay_TBEPseg_season,bay_TBEPseg_sgyr,bay_TBEPseg_sgyr_season,BvegCovBin
TBM2017020802,2,2017,20,Winter,LTB,2018,9116,12,San,None,Non,19.55,LTB_Winter,LTB_2018,LTB_2018        _Winter,0-25
TBM2017020904,2,2017,20,Winter,OTB,2018,9113,27,San,Thalassia spp.,SAV,21.2,OTB_Winter,OTB_2018,OTB_2018        _Winter,76-100
TBM2017020905,2,2017,20,Winter,MTB,2018,9113,19,San,Halodule spp.,SAV,21.15,MTB_Winter,MTB_2018,MTB_2018        _Winter,0-25
TBM2017021001,2,2017,20,Winter,HB,2018,NA,4,MudSan,Caulerpa spp.,SAV,20.6,HB_Winter,HB_2018,HB_2018         _Winter,76-100
TBM2017021008,2,2017,20,Winter,MTB,2018,9113,27,San,None,Non,21.4,MTB_Winter,MTB_2018,MTB_2018        _Winter,0-25
TBM2017021102,2,2017,20,Winter,MTB,2018,9113,7,San,None,Non,21.35,MTB_Winter,MTB_2018,MTB_2018        _Winter,0-25
TBM2017021104,2,2017,20,Winter,MTB,2018,9113,6,San,None,Non,21.9,MTB_Winter,MTB_2018,MTB_2018        _Winter,0-25
TBM2017021105,2,2017,20,Winter,MTB,2018,9113,6,San,SAV,SAV,21.9,MTB_Winter,MTB_2018,MTB_2018        _Winter,0-25
TBM2017021302,2,2017,20,Winter,OTB,2018,9116,25,MudSan,None,Non,18.4,OTB_Winter,OTB_2018,OTB_2018        _Winter,0-25
TBM2017021306,2,2017,20,Winter,OTB,2018,9113,22,MudSan,Halodule spp.,SAV,19.2,OTB_Winter,OTB_2018,OTB_2018        _Winter,76-100
TBM2017021308,2,2017,20,Winter,OTB,2018,9113,22,MudSan,Halodule spp.,SAV,19.9,OTB_Winter,OTB_2018,OTB_2018        _Winter,0-25
TBM2017030305,3,2017,20,Winter,MTB,2018,NA,6,MudSan,Caulerpa spp.,SAV,21.05,MTB_Winter,MTB_2018,MTB_2018        _Winter,76-100
TBM2017030306,3,2017,20,Winter,MTB,2018,9116,6,MudSan,Halodule spp.,SAV,21.7,MTB_Winter,MTB_2018,MTB_2018        _Winter,76-100
TBM2017030401,3,2017,20,Winter,HB,2018,9113,4,San,SAV,SAV,20.8,HB_Winter,HB_2018,HB_2018         _Winter,0-25
TBM2017030403,3,2017,20,Winter,HB,2018,NA,29,San,Caulerpa spp.,SAV,22.15,HB_Winter,HB_2018,HB_2018         _Winter,0-25
TBM2017030408,3,2017,20,Winter,HB,2018,NA,1,MudSan,None,Non,25.65,HB_Winter,HB_2018,HB_2018         _Winter,0-25
TBM2017030506,3,2017,20,Winter,MTB,2018,9113,7,San,Halodule spp.,SAV,23.35,MTB_Winter,MTB_2018,MTB_2018        _Winter,0-25
TBM2017030702,3,2017,20,Winter,OTB,2018,9116,19,San,Syringodium spp.,SAV,15.85,OTB_Winter,OTB_2018,OTB_2018        _Winter,76-100
TBM2017030703,3,2017,20,Winter,OTB,2018,9113,27,San,Thalassia spp.,SAV,16.5,OTB_Winter,OTB_2018,OTB_2018        _Winter,51-75
TBM2017030704,3,2017,20,Winter,OTB,2018,NA,27,SanStr,None,Non,17.7,OTB_Winter,OTB_2018,OTB_2018        _Winter,0-25
TBM2017030804,3,2017,20,Winter,OTB,2018,NA,22,MudSan,Halodule spp.,SAV,21.6,OTB_Winter,OTB_2018,OTB_2018        _Winter,0-25
TBM2017030806,3,2017,20,Winter,OTB,2018,9113,24,MudSan,Halodule spp.,SAV,24.6,OTB_Winter,OTB_2018,OTB_2018        _Winter,76-100
TBM2017030807,3,2017,20,Winter,OTB,2018,9113,23,MudSan,Halodule spp.,SAV,24.6,OTB_Winter,OTB_2018,OTB_2018        _Winter,0-25
TBM2017030904,3,2017,20,Winter,OTB,2018,NA,24,MudSan,Halodule spp.,SAV,26.3,OTB_Winter,OTB_2018,OTB_2018        _Winter,76-100
TBM2017031305,3,2017,20,Winter,OTB,2018,9113,27,San,Halodule spp.,SAV,22.1,OTB_Winter,OTB_2018,OTB_2018        _Winter,0-25
TBM2017031401,3,2017,20,Winter,LTB,2018,9116,10,MudSan,Syringodium spp.,SAV,14.8,LTB_Winter,LTB_2018,LTB_2018        _Winter,76-100
TBM2017040101,4,2017,20,Spring,LTB,2018,NA,10,San,None,Non,25.4,LTB_Spring,LTB_2018,LTB_2018        _Spring,0-25
TBM2017040104,4,2017,20,Spring,LTB,2018,9113,8,MudSan,Halodule spp.,SAV,26.4,LTB_Spring,LTB_2018,LTB_2018        _Spring,76-100
TBM2017040401,4,2017,20,Spring,HB,2018,NA,5,San,None,Non,23.4,HB_Spring,HB_2018,HB_2018         _Spring,0-25
TBM2017040407,4,2017,20,Spring,HB,2018,NA,3,MudSan,Caulerpa spp.,SAV,24.9,HB_Spring,HB_2018,HB_2018         _Spring,0-25
TBM2017040501,4,2017,20,Spring,HB,2018,NA,4,San,None,Non,20.9,HB_Spring,HB_2018,HB_2018         _Spring,0-25
TBM2017040503,4,2017,20,Spring,HB,2018,NA,4,MudSan,Caulerpa spp.,SAV,21.3,HB_Spring,HB_2018,HB_2018         _Spring,76-100
TBM2017040504,4,2017,20,Spring,MTB,2018,9116,27,San,Thalassia spp.,SAV,20.25,MTB_Spring,MTB_2018,MTB_2018        _Spring,51-75
TBM2017040701,4,2017,20,Spring,MTB,2018,9113,18,San,None,Non,23.9,MTB_Spring,MTB_2018,MTB_2018        _Spring,0-25
TBM2017040703,4,2017,20,Spring,MTB,2018,NA,19,MudSan,Halodule spp.,SAV,23.1,MTB_Spring,MTB_2018,MTB_2018        _Spring,26-50
TBM2017040707,4,2017,20,Spring,OTB,2018,9116,28,MudSan,Syringodium spp.,SAV,23.5,OTB_Spring,OTB_2018,OTB_2018        _Spring,76-100
TBM2017040802,4,2017,20,Spring,MTB,2018,9113,27,San,None,Non,24.4,MTB_Spring,MTB_2018,MTB_2018        _Spring,0-25
TBM2017041104,4,2017,20,Spring,OTB,2018,9113,23,San,Halodule spp.,SAV,24.8,OTB_Spring,OTB_2018,OTB_2018        _Spring,0-25
TBM2017041402,4,2017,20,Spring,OTB,2018,9113,21,San,Halodule spp.,SAV,25.65,OTB_Spring,OTB_2018,OTB_2018        _Spring,0-25
TBM2017041404,4,2017,20,Spring,OTB,2018,9116,21,MudSan,Caulerpa spp.,SAV,25.15,OTB_Spring,OTB_2018,OTB_2018        _Spring,76-100
TBM2017041408,4,2017,20,Spring,OTB,2018,9116,24,MudSan,Caulerpa spp.,SAV,25.9,OTB_Spring,OTB_2018,OTB_2018        _Spring,76-100
TBM2017050104,5,2017,20,Spring,MTB,2018,9116,7,San,Halodule spp.,SAV,28.2,MTB_Spring,MTB_2018,MTB_2018        _Spring,76-100
TBM2017050108,5,2017,20,Spring,MTB,2018,9113,6,San,Halodule spp.,SAV,28.5,MTB_Spring,MTB_2018,MTB_2018        _Spring,0-25
TBM2017050206,5,2017,20,Spring,OTB,2018,9116,21,San,Halodule spp.,SAV,28.6,OTB_Spring,OTB_2018,OTB_2018        _Spring,76-100
TBM2017050207,5,2017,20,Spring,OTB,2018,9113,21,San,Halodule spp.,SAV,27.75,OTB_Spring,OTB_2018,OTB_2018        _Spring,51-75
TBM2017050208,5,2017,20,Spring,OTB,2018,9113,22,San,None,Non,28.2,OTB_Spring,OTB_2018,OTB_2018        _Spring,0-25
TBM2017050301,5,2017,20,Spring,HB,2018,NA,29,San,None,Non,25.5,HB_Spring,HB_2018,HB_2018         _Spring,0-25
TBM2017050302,5,2017,20,Spring,OTB,2018,9113,27,San,None,Non,24.5,OTB_Spring,OTB_2018,OTB_2018        _Spring,0-25
TBM2017050306,5,2017,20,Spring,HB,2018,9116,4,San,Halodule spp.,SAV,26.75,HB_Spring,HB_2018,HB_2018         _Spring,76-100
TBM2017050501,5,2017,20,Spring,MTB,2018,9113,16,San,SAV,SAV,27.35,MTB_Spring,MTB_2018,MTB_2018        _Spring,76-100
TBM2017050504,5,2017,20,Spring,MTB,2018,9116,17,SanStr,SAV,SAV,28.45,MTB_Spring,MTB_2018,MTB_2018        _Spring,76-100
TBM2017050505,5,2017,20,Spring,MTB,2018,9116,17,San,Halodule spp.,SAV,28.86666666,MTB_Spring,MTB_2018,MTB_2018        _Spring,76-100
TBM2017050601,5,2017,20,Spring,HB,2018,9113,2,San,None,Non,26.7,HB_Spring,HB_2018,HB_2018         _Spring,0-25
TBM2017050603,5,2017,20,Spring,HB,2018,NA,3,San,Caulerpa spp.,SAV,27.4,HB_Spring,HB_2018,HB_2018         _Spring,26-50
TBM2017050704,5,2017,20,Spring,OTB,2018,9113,25,San,Halodule spp.,SAV,27.8,OTB_Spring,OTB_2018,OTB_2018        _Spring,0-25
TBM2017051208,5,2017,20,Spring,LTB,2018,NA,8,San,None,Non,26.55,LTB_Spring,LTB_2018,LTB_2018        _Spring,0-25
TBM2017051209,5,2017,20,Spring,LTB,2018,NA,8,San,Thalassia spp.,SAV,26.2,LTB_Spring,LTB_2018,LTB_2018        _Spring,0-25
TBM2017060104,6,2017,20,Summer,HB,2018,NA,6,San,None,Non,31.15,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017060106,6,2017,20,Summer,HB,2018,NA,3,MudSan,Halodule spp.,SAV,28.95,HB_Summer,HB_2018,HB_2018         _Summer,76-100
TBM2017060107,6,2017,20,Summer,HB,2018,NA,1,MudSan,None,Non,29.4,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017060109,6,2017,20,Summer,HB,2018,NA,1,Mud,None,Non,29.5,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017060110,6,2017,20,Summer,HB,2018,NA,1,MudSan,None,Non,29.95,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017060302,6,2017,20,Summer,MTB,2018,9116,19,San,Halodule spp.,SAV,27.3,MTB_Summer,MTB_2018,MTB_2018        _Summer,0-25
TBM2017060303,6,2017,20,Summer,OTB,2018,9116,19,MudSan,Syringodium spp.,SAV,27.3,OTB_Summer,OTB_2018,OTB_2018        _Summer,76-100
TBM2017060806,6,2017,20,Summer,OTB,2018,NA,24,MudSan,None,Non,28.55,OTB_Summer,OTB_2018,OTB_2018        _Summer,0-25
TBM2017060807,6,2017,20,Summer,OTB,2018,9113,24,MudSan,None,Non,28.5,OTB_Summer,OTB_2018,OTB_2018        _Summer,0-25
TBM2017061106,6,2017,20,Summer,MTB,2018,9116,16,San,None,Non,29.05,MTB_Summer,MTB_2018,MTB_2018        _Summer,0-25
TBM2017061201,6,2017,20,Summer,OTB,2018,9113,26,SanStr,Syringodium spp.,SAV,28.2,OTB_Summer,OTB_2018,OTB_2018        _Summer,51-75
TBM2017061204,6,2017,20,Summer,OTB,2018,9113,25,San,Halodule spp.,SAV,27.95,OTB_Summer,OTB_2018,OTB_2018        _Summer,76-100
TBM2017061206,6,2017,20,Summer,OTB,2018,9116,21,San,Halodule spp.,SAV,28.8,OTB_Summer,OTB_2018,OTB_2018        _Summer,76-100
TBM2017061303,6,2017,20,Summer,LTB,2018,9116,8,Mud,Halodule spp.,SAV,29.45,LTB_Summer,LTB_2018,LTB_2018        _Summer,76-100
TBM2017061305,6,2017,20,Summer,LTB,2018,9113,8,San,None,Non,29.5,LTB_Summer,LTB_2018,LTB_2018        _Summer,0-25
TBM2017061306,6,2017,20,Summer,LTB,2018,9116,8,San,Thalassia spp.,SAV,29.6,LTB_Summer,LTB_2018,LTB_2018        _Summer,51-75
TBM2017070105,7,2017,20,Summer,LTB,2018,9116,12,San,Syringodium spp.,SAV,30.8,LTB_Summer,LTB_2018,LTB_2018        _Summer,76-100
TBM2017070204,7,2017,20,Summer,MTB,2018,NA,19,San,Halodule spp.,SAV,31.3,MTB_Summer,MTB_2018,MTB_2018        _Summer,76-100
TBM2017070207,7,2017,20,Summer,MTB,2018,9113,18,San,None,Non,31.8,MTB_Summer,MTB_2018,MTB_2018        _Summer,0-25
TBM2017070208,7,2017,20,Summer,MTB,2018,9116,18,SanStr,Syringodium spp.,SAV,31.65,MTB_Summer,MTB_2018,MTB_2018        _Summer,76-100
TBM2017070406,7,2017,20,Summer,OTB,2018,9113,25,San,Halodule spp.,SAV,30.6,OTB_Summer,OTB_2018,OTB_2018        _Summer,0-25
TBM2017070407,7,2017,20,Summer,OTB,2018,9116,25,SanStr,Syringodium spp.,SAV,29.8,OTB_Summer,OTB_2018,OTB_2018        _Summer,76-100
TBM2017070408,7,2017,20,Summer,OTB,2018,9116,25,San,Thalassia spp.,SAV,31.55,OTB_Summer,OTB_2018,OTB_2018        _Summer,51-75
TBM2017070502,7,2017,20,Summer,MTB,2018,9116,16,San,Thalassia spp.,SAV,30.3,MTB_Summer,MTB_2018,MTB_2018        _Summer,0-25
TBM2017071008,7,2017,20,Summer,OTB,2018,9116,24,San,Halodule spp.,SAV,31.5,OTB_Summer,OTB_2018,OTB_2018        _Summer,0-25
TBM2017071202,7,2017,20,Summer,HB,2018,9113,2,San,Algae,SAV,29.1,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017071204,7,2017,20,Summer,HB,2018,9113,2,San,None,Non,29.35,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017071208,7,2017,20,Summer,HB,2018,NA,6,San,None,Non,31.6,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017071209,7,2017,20,Summer,HB,2018,9113,5,San,Halodule spp.,SAV,30.43333333,HB_Summer,HB_2018,HB_2018         _Summer,76-100
TBM2017071307,7,2017,20,Summer,MTB,2018,NA,6,MudSan,Halodule spp.,SAV,31.65,MTB_Summer,MTB_2018,MTB_2018        _Summer,26-50
TBM2017071401,7,2017,20,Summer,MTB,2018,9116,7,MudSan,Halodule spp.,SAV,27.15,MTB_Summer,MTB_2018,MTB_2018        _Summer,76-100
TBM2017071403,7,2017,20,Summer,LTB,2018,NA,8,San,None,Non,29.85,LTB_Summer,LTB_2018,LTB_2018        _Summer,0-25
TBM2017071404,7,2017,20,Summer,LTB,2018,9113,8,MudSan,Halodule spp.,SAV,29.4,LTB_Summer,LTB_2018,LTB_2018        _Summer,0-25
TBM2017080105,8,2017,20,Summer,LTB,2018,9116,10,SanStr,Thalassia spp.,SAV,29.25,LTB_Summer,LTB_2018,LTB_2018        _Summer,76-100
TBM2017080204,8,2017,20,Summer,LTB,2018,9116,8,San,None,Non,31.2,LTB_Summer,LTB_2018,LTB_2018        _Summer,0-25
TBM2017080302,8,2017,20,Summer,MTB,2018,9113,7,San,None,Non,30.95,MTB_Summer,MTB_2018,MTB_2018        _Summer,0-25
TBM2017080401,8,2017,20,Summer,OTB,2018,NA,26,San,None,Non,28.35,OTB_Summer,OTB_2018,OTB_2018        _Summer,0-25
TBM2017080402,8,2017,20,Summer,OTB,2018,9116,20,MudSan,Halodule spp.,SAV,28.5,OTB_Summer,OTB_2018,OTB_2018        _Summer,76-100
TBM2017080603,8,2017,20,Summer,OTB,2018,9113,23,MudSan,Halodule spp.,SAV,30.95,OTB_Summer,OTB_2018,OTB_2018        _Summer,76-100
TBM2017080604,8,2017,20,Summer,OTB,2018,NA,24,Mud,None,Non,29.8,OTB_Summer,OTB_2018,OTB_2018        _Summer,0-25
TBM2017080802,8,2017,20,Summer,OTB,2018,9116,21,MudSan,Halodule spp.,SAV,27.66666666,OTB_Summer,OTB_2018,OTB_2018        _Summer,76-100
TBM2017081204,8,2017,20,Summer,MTB,2018,9113,6,San,None,Non,31.9,MTB_Summer,MTB_2018,MTB_2018        _Summer,0-25
TBM2017081207,8,2017,20,Summer,HB,2018,NA,3,San,Halodule spp.,SAV,31.9,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017081301,8,2017,20,Summer,HB,2018,9113,4,Mud,Halodule spp.,SAV,31,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017081302,8,2017,20,Summer,HB,2018,9113,4,MudSan,None,Non,30.33333333,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017081303,8,2017,20,Summer,MTB,2018,9116,27,Mud,Halodule spp.,SAV,30.8,MTB_Summer,MTB_2018,MTB_2018        _Summer,76-100
TBM2017081401,8,2017,20,Summer,MTB,2018,9113,18,San,Halodule spp.,SAV,30.4,MTB_Summer,MTB_2018,MTB_2018        _Summer,0-25
TBM2017081404,8,2017,20,Summer,MTB,2018,9116,19,San,Halodule spp.,SAV,31.7,MTB_Summer,MTB_2018,MTB_2018        _Summer,76-100
TBM2017081407,8,2017,20,Summer,MTB,2018,9116,17,San,Syringodium spp.,SAV,28.9,MTB_Summer,MTB_2018,MTB_2018        _Summer,0-25
TBM2017090101,9,2017,20,Summer,MTB,2018,NA,18,San,None,Non,28.95,MTB_Summer,MTB_2018,MTB_2018        _Summer,0-25
TBM2017090103,9,2017,20,Summer,OTB,2018,9113,19,San,Halodule spp.,SAV,32.35,OTB_Summer,OTB_2018,OTB_2018        _Summer,76-100
TBM2017090106,9,2017,20,Summer,MTB,2018,9113,27,San,Halodule spp.,SAV,30.6,MTB_Summer,MTB_2018,MTB_2018        _Summer,0-25
TBM2017090402,9,2017,20,Summer,MTB,2018,9121,6,MudSan,Caulerpa spp.,SAV,27.6,MTB_Summer,MTB_2018,MTB_2018        _Summer,51-75
TBM2017090404,9,2017,20,Summer,LTB,2018,9113,7,San,Halodule spp.,SAV,29.45,LTB_Summer,LTB_2018,LTB_2018        _Summer,76-100
TBM2017090506,9,2017,20,Summer,MTB,2018,9116,18,MudSan,Halodule spp.,SAV,30.46666666,MTB_Summer,MTB_2018,MTB_2018        _Summer,51-75
TBM2017090606,9,2017,20,Summer,HB,2018,9113,5,MudSanStr,Halodule spp.,SAV,29.1,HB_Summer,HB_2018,HB_2018         _Summer,76-100
TBM2017090607,9,2017,20,Summer,HB,2018,NA,5,MudSan,None,Non,28.9,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017090802,9,2017,20,Summer,HB,2018,NA,3,SanStr,None,Non,27.55,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017090807,9,2017,20,Summer,HB,2018,NA,1,Mud,None,Non,27.95,HB_Summer,HB_2018,HB_2018         _Summer,0-25
TBM2017091103,9,2017,20,Summer,LTB,2018,9113,8,San,Thalassia spp.,SAV,29.23333333,LTB_Summer,LTB_2018,LTB_2018        _Summer,51-75
TBM2017091201,9,2017,20,Summer,LTB,2018,9113,10,SanStr,Syringodium spp.,SAV,27.7,LTB_Summer,LTB_2018,LTB_2018        _Summer,0-25
TBM2017091401,9,2017,20,Summer,OTB,2018,NA,22,MudSan,None,Non,28.3,OTB_Summer,OTB_2018,OTB_2018        _Summer,0-25
TBM2017091403,9,2017,20,Summer,OTB,2018,9116,22,MudSan,None,Non,27.65,OTB_Summer,OTB_2018,OTB_2018        _Summer,0-25
TBM2017091404,9,2017,20,Summer,OTB,2018,9116,22,San,Halodule spp.,SAV,27.45,OTB_Summer,OTB_2018,OTB_2018        _Summer,76-100
TBM2017091409,9,2017,20,Summer,OTB,2018,9116,24,MudSan,Halodule spp.,SAV,29.45,OTB_Summer,OTB_2018,OTB_2018        _Summer,76-100
TBM2017091503,9,2017,20,Summer,LTB,2018,NA,10,San,None,Non,28.55,LTB_Summer,LTB_2018,LTB_2018        _Summer,0-25
TBM2017100105,10,2017,20,Fall,MTB,2018,9116,18,San,Syringodium spp.,SAV,27.7,MTB_Fall,MTB_2018,MTB_2018        _Fall,76-100
TBM2017100201,10,2017,20,Fall,LTB,2018,9116,10,San,SAV,SAV,28.4,LTB_Fall,LTB_2018,LTB_2018        _Fall,76-100
TBM2017100302,10,2017,20,Fall,MTB,2018,9116,7,MudSan,Halodule spp.,SAV,25.3,MTB_Fall,MTB_2018,MTB_2018        _Fall,0-25
TBM2017100304,10,2017,20,Fall,LTB,2018,9113,7,San,Halodule spp.,SAV,27.2,LTB_Fall,LTB_2018,LTB_2018        _Fall,0-25
TBM2017100404,10,2017,20,Fall,LTB,2018,NA,16,San,Syringodium spp.,SAV,23.3,LTB_Fall,LTB_2018,LTB_2018        _Fall,0-25
TBM2017100506,10,2017,20,Fall,LTB,2018,9113,16,San,None,Non,28.9,LTB_Fall,LTB_2018,LTB_2018        _Fall,0-25
TBM2017100602,10,2017,20,Fall,HB,2018,NA,1,MudSanStr,None,Non,28.55,HB_Fall,HB_2018,HB_2018         _Fall,0-25
TBM2017100608,10,2017,20,Fall,HB,2018,NA,4,SanStr,None,Non,29.65,HB_Fall,HB_2018,HB_2018         _Fall,0-25
TBM2017100703,10,2017,20,Fall,MTB,2018,9113,6,MudSan,Halodule spp.,SAV,25.9,MTB_Fall,MTB_2018,MTB_2018        _Fall,26-50
TBM2017100706,10,2017,20,Fall,MTB,2018,NA,6,MudSan,Halodule spp.,SAV,27.95,MTB_Fall,MTB_2018,MTB_2018        _Fall,51-75
TBM2017100801,10,2017,20,Fall,LTB,2018,9113,8,San,Thalassia spp.,SAV,28.4,LTB_Fall,LTB_2018,LTB_2018        _Fall,76-100
TBM2017101202,10,2017,20,Fall,OTB,2018,9116,20,MudSan,Halodule spp.,SAV,25.3,OTB_Fall,OTB_2018,OTB_2018        _Fall,76-100
TBM2017101203,10,2017,20,Fall,OTB,2018,9116,21,MudSan,Halodule spp.,SAV,25.45,OTB_Fall,OTB_2018,OTB_2018        _Fall,76-100
TBM2017101208,10,2017,20,Fall,OTB,2018,9116,25,San,Thalassia spp.,SAV,26.85,OTB_Fall,OTB_2018,OTB_2018        _Fall,76-100
TBM2017101210,10,2017,20,Fall,OTB,2018,9113,19,MudSan,Halodule spp.,SAV,31.1,OTB_Fall,OTB_2018,OTB_2018        _Fall,0-25
TBM2017101602,10,2017,20,Fall,OTB,2018,9113,23,MudSan,Halodule spp.,SAV,27.4,OTB_Fall,OTB_2018,OTB_2018        _Fall,0-25
TBM2017101604,10,2017,20,Fall,OTB,2018,9113,22,MudSan,Halodule spp.,SAV,28.25,OTB_Fall,OTB_2018,OTB_2018        _Fall,0-25
TBM2017110101,11,2017,20,Fall,OTB,2018,9113,25,San,Halodule spp.,SAV,23.4,OTB_Fall,OTB_2018,OTB_2018        _Fall,26-50
TBM2017110106,11,2017,20,Fall,OTB,2018,9113,25,San,Halodule spp.,SAV,24,OTB_Fall,OTB_2018,OTB_2018        _Fall,0-25
TBM2017110204,11,2017,20,Fall,LTB,2018,NA,10,San,Syringodium spp.,SAV,23.1,LTB_Fall,LTB_2018,LTB_2018        _Fall,76-100
TBM2017110501,11,2017,20,Fall,MTB,2018,9116,18,San,Syringodium spp.,SAV,23.3,MTB_Fall,MTB_2018,MTB_2018        _Fall,76-100
TBM2017110602,11,2017,20,Fall,MTB,2018,9116,18,MudSan,Halodule spp.,SAV,22.75,MTB_Fall,MTB_2018,MTB_2018        _Fall,0-25
TBM2017110603,11,2017,20,Fall,MTB,2018,9113,19,MudSan,Syringodium spp.,SAV,22.1,MTB_Fall,MTB_2018,MTB_2018        _Fall,0-25
TBM2017110608,11,2017,20,Fall,HB,2018,9116,4,MudSan,Halodule spp.,SAV,24.25,HB_Fall,HB_2018,HB_2018         _Fall,51-75
TBM2017110708,11,2017,20,Fall,HB,2018,NA,1,Mud,None,Non,22.7,HB_Fall,HB_2018,HB_2018         _Fall,0-25
TBM2017111002,11,2017,20,Fall,MTB,2018,NA,6,MudSan,None,Non,21.35,MTB_Fall,MTB_2018,MTB_2018        _Fall,0-25
TBM2017111004,11,2017,20,Fall,MTB,2018,9113,6,MudSan,Caulerpa spp.,SAV,20.65,MTB_Fall,MTB_2018,MTB_2018        _Fall,76-100
TBM2017111005,11,2017,20,Fall,MTB,2018,NA,6,San,Halodule spp.,SAV,22.7,MTB_Fall,MTB_2018,MTB_2018        _Fall,0-25
TBM2017111102,11,2017,20,Fall,LTB,2018,9116,12,San,Thalassia spp.,SAV,23,LTB_Fall,LTB_2018,LTB_2018        _Fall,76-100
TBM2017111401,11,2017,20,Fall,OTB,2018,NA,20,San,Halodule spp.,SAV,18.3,OTB_Fall,OTB_2018,OTB_2018        _Fall,51-75
TBM2017111404,11,2017,20,Fall,OTB,2018,9116,21,San,Halodule spp.,SAV,19.2,OTB_Fall,OTB_2018,OTB_2018        _Fall,51-75
TBM2017111406,11,2017,20,Fall,OTB,2018,NA,21,San,None,Non,20.55,OTB_Fall,OTB_2018,OTB_2018        _Fall,0-25
TBM2017111501,11,2017,20,Fall,LTB,2018,NA,8,San,Algae,SAV,23.35,LTB_Fall,LTB_2018,LTB_2018        _Fall,0-25
TBM2017120101,12,2017,20,Winter,LTB,2018,9116,8,Mud,Halodule spp.,SAV,21.7,LTB_Winter,LTB_2018,LTB_2018        _Winter,0-25
TBM2017120104,12,2017,20,Winter,LTB,2018,9113,8,MudSan,SAV,SAV,22.5,LTB_Winter,LTB_2018,LTB_2018        _Winter,76-100
TBM2017120301,12,2017,20,Winter,MTB,2018,9113,18,San,None,Non,22.25,MTB_Winter,MTB_2018,MTB_2018        _Winter,0-25
TBM2017120303,12,2017,20,Winter,MTB,2018,9113,18,San,None,Non,22.5,MTB_Winter,MTB_2018,MTB_2018        _Winter,0-25
TBM2017120305,12,2017,20,Winter,OTB,2018,9116,19,MudSan,Syringodium spp.,SAV,22.45,OTB_Winter,OTB_2018,OTB_2018        _Winter,76-100
TBM2017120502,12,2017,20,Winter,HB,2018,NA,1,Mud,None,Non,23.6,HB_Winter,HB_2018,HB_2018         _Winter,0-25
TBM2017120503,12,2017,20,Winter,HB,2018,NA,1,Mud,None,Non,23,HB_Winter,HB_2018,HB_2018         _Winter,0-25
TBM2017120508,12,2017,20,Winter,HB,2018,9113,5,MudSan,Halodule spp.,SAV,24.2,HB_Winter,HB_2018,HB_2018         _Winter,26-50
TBM2017120707,12,2017,20,Winter,MTB,2018,9116,17,San,Thalassia spp.,SAV,22.8,MTB_Winter,MTB_2018,MTB_2018        _Winter,76-100
TBM2017120801,12,2017,20,Winter,OTB,2018,9116,23,MudSan,Halodule spp.,SAV,15.3,OTB_Winter,OTB_2018,OTB_2018        _Winter,51-75
TBM2017120805,12,2017,20,Winter,OTB,2018,9116,24,MudSan,Halodule spp.,SAV,14.5,OTB_Winter,OTB_2018,OTB_2018        _Winter,76-100
TBM2017120808,12,2017,20,Winter,OTB,2018,9113,23,San,None,Non,17.2,OTB_Winter,OTB_2018,OTB_2018        _Winter,0-25
TBM2017120809,12,2017,20,Winter,OTB,2018,9113,23,San,None,Non,16.8,OTB_Winter,OTB_2018,OTB_2018        _Winter,0-25
TBM2017120905,12,2017,20,Winter,LTB,2018,9113,8,San,None,Non,17.3,LTB_Winter,LTB_2018,LTB_2018        _Winter,0-25
TBM2017121002,12,2017,20,Winter,LTB,2018,9116,12,San,SAV,SAV,19.4,LTB_Winter,LTB_2018,LTB_2018        _Winter,76-100
TBM2017121202,12,2017,20,Winter,HB,2018,NA,6,San,None,Non,15.3,HB_Winter,HB_2018,HB_2018         _Winter,0-25
TBM2017121203,12,2017,20,Winter,MTB,2018,NA,6,San,None,Non,18,MTB_Winter,MTB_2018,MTB_2018        _Winter,0-25
TBM2018010104,1,2018,20,Winter,OTB,2020,9113,25,San,Thalassia spp.,SAV,13.9,OTB_Winter,OTB_2020,OTB_2020        _Winter,51-75
TBM2018010206,1,2018,20,Winter,OTB,2020,NA,26,San,None,Non,15.55,OTB_Winter,OTB_2020,OTB_2020        _Winter,0-25
TBM2018010402,1,2018,20,Winter,HB,2020,NA,6,San,None,Non,12.75,HB_Winter,HB_2020,HB_2020         _Winter,0-25
TBM2018010405,1,2018,20,Winter,MTB,2020,9113,6,San,None,Non,14.25,MTB_Winter,MTB_2020,MTB_2020        _Winter,0-25
