Reference,Project_1,Project_2,Project_3,Stratum,Gear,Rep,Longitude,Latitude,StartDepth,Zone,Grid,Secchi_on_bottom,Secchi_depth,SAM,BottomVegCover,Seagrass_habitat_descriptor,Distance_to_edge,TotalShoreCover,Total_Over_Site,Intermittent_land,Dist_to_Shore,Dist_to_ShoreType,Dist_to_MHTM,BycatchQuantity,BankDistance,ShoreDistance,Historic_Reference,starttime,date,month,year,gr,effort,slope,Season,TBEP_seg,ScoreNumTaxa,ScoreShannon,ScoreTaxaSelect,ScoreTaxaBenthic,ScoreNumGuilds,TBNI_Score,sgyear,FLUCCSCODE,acres,areas,mngacre
TBM2019020809,AM,,,B,20,1,-82.62795,28.000933,0.9,A,12,YES,0.7,,0,,,100,,,50,47,55,7,,,TBM19020809,14:09:00,12FEB2019,2,2019,20,1.4,,Winter,OTB,2,6,0,3,5,32,2020,NA,NA,24,9065.0167245
TBM2019021004,AM,,,A,20,1,-82.667566,27.914716,0.5,A,80,YES,0.5,,100,,,100,,0,99,99,99,2.5,,,TBM19021004,10:33:00,01FEB2019,2,2019,20,1.4,,Winter,OTB,5,7,0,6,8,52,2020,9113,370.372997773939,21,6230.095118
TBM2019021006,AM,,,B,20,1,-82.606583,27.880333,0.7,B,111,YES,0.7,,0,,,100,,0,99,99,99,0,,,TBM19021006,12:02:00,01FEB2019,2,2019,20,1.4,,Winter,OTB,0,0,0,0,0,0,2020,9116,568.107451901287,20,5436.0899314
TBM2019021101,AM,,,A,20,1,-82.67285,27.643383,0.6,D,343,YES,0.6,,100,,,100,,0,20,20,22,0.1,,,TBM19021101,8:45:00,01FEB2019,2,2019,20,1.4,,Winter,LTB,2,1,0,2,5,20,2020,NA,NA,12,18816.122087
TBM2019021103,AM,,,B,20,1,-82.673216,27.647133,0.9,D,343,YES,0.8,,0,,,100,,0,15,15,16,0,,,TBM19021103,9:49:00,01FEB2019,2,2019,20,1.4,,Winter,LTB,3,7,3,2,5,40,2020,NA,NA,16,8905.9006299
TBM2019021404,AM,,,A,20,1,-82.607466,27.574483,0.5,E,393,YES,0.5,,100,,,100,,10,50,50,99,0.5,,,TBM19021404,10:37:00,06FEB2019,2,2019,20,1.4,,Winter,LTB,8,10,0,8,8,68,2020,9116,2869.32799669831,8,21773.055647
TBM2019021406,AM,,,B,20,1,-82.606566,27.5881,0.3,E,382,YES,0.3,,20,,,100,,0,99,99,99,0.2,,,TBM19021406,12:05:00,06FEB2019,2,2019,20,1.4,,Winter,LTB,3,5,7,3,8,52,2020,NA,NA,8,21773.055647
TBM2019030104,AM,,,A,20,1,-82.68975,27.51845,1,E,420,YES,1,,100,,,,,,99,99,99,0,,,TBM19030104,10:40:00,04MAR2019,3,2019,20,1.4,,Winter,LTB,9,2,0,9,8,56,2020,9116,1934.84613395539,10,9928.7089733
TBM2019030306,AM,,,B,20,1,-82.63965,27.702316,0.4,B,278,YES,0.5,,0,,,100,,,99,99,99,0,,,TBM19030306,12:21:00,05MAR2019,3,2019,20,1.4,,Winter,MTB,4,8,7,4,5,56,2020,9113,695.341829544988,16,8905.9006299
TBM2019030404,AM,,,A,20,1,-82.616783,27.847183,0.7,B,137,YES,0.7,,30,,,100,,,99,99,99,0,,,TBM19030404,11:47:00,11MAR2019,3,2019,20,1.4,,Winter,MTB,0,0,0,0,0,0,2020,NA,NA,19,8681.7103268
TBM2019030801,AM,,,A,20,1,-82.5551,27.850416,0.9,B,128,YES,0.9,,50,,,,,,30,30,30,2,,,TBM19030801,8:56:00,12MAR2019,3,2019,20,1.4,,Winter,OTB,8,3,10,9,8,76,2020,9116,298.466372656861,26,2301.490096
TBM2019030802,AM,,,B,20,1,-82.51005,27.821316,0.9,C,161,YES,0.9,,0,,,100,,,99,99,99,0.1,,,TBM19030802,9:26:00,12MAR2019,3,2019,20,1.4,,Winter,MTB,0,0,0,0,0,0,2020,NA,NA,27,11366.086965
TBM2019030804,AM,,,B,20,1,-82.584633,27.837966,0.6,B,139,YES,0.6,,15,,,100,,,99,99,99,3,,,TBM19030804,10:27:00,12MAR2019,3,2019,20,1.4,,Winter,OTB,5,10,7,6,5,66,2020,9116,909.161009418896,19,8681.7103268
TBM2019030902,AM,,,B,20,1,-82.6733,28.001883,0.7,A,9,YES,0.7,,0,,,100,,0,99,99,99,4,,,TBM19030902,10:14:00,18MAR2019,3,2019,20,1.4,,Winter,OTB,7,1,0,6,8,44,2020,9121,704.594041428674,23,10324.219466
TBM2019031003,AM,,,A,20,1,-82.644816,27.891333,0.5,A,96,YES,0.5,,100,,,100,,10,99,20,99,1,,,TBM19031003,9:55:00,11MAR2019,3,2019,20,1.4,,Winter,OTB,7,8,7,6,8,72,2020,9113,678.458431744676,20,5436.0899314
TBM2019031005,AM,,,A,20,1,-82.720683,27.937266,0.5,A,43,YES,0.5,,75,,,100,,0,99,99,99,1,,,TBM19031005,11:15:00,11MAR2019,3,2019,20,1.4,,Winter,OTB,2,4,0,2,2,20,2020,9113,202.363085812128,22,5889.9419909
TBM2019031008,AM,,,B,20,1,-82.616733,27.982133,0.8,A,26,YES,0.8,,15,,,100,,0,99,99,99,0.1,,,TBM19031008,12:33:00,11MAR2019,3,2019,20,1.4,,Winter,OTB,2,4,0,2,5,26,2020,NA,NA,24,9065.0167245
TBM2019031201,AM,,,B,20,1,-82.4721,27.750866,1.2,C,234,YES,1.2,,10,,,100,,,99,99,99,0,,,TBM19031201,9:07:00,12MAR2019,3,2019,20,1.4,,Winter,MTB,0,0,0,0,0,0,2020,NA,NA,6,20137.862998
TBM2019031301,AM,,,B,20,1,-82.413116,27.948183,0.7,C,59,YES,0.7,,0,,,100,,,30,30,70,0.3,,,TBM19031301,8:46:00,14MAR2019,3,2019,20,1.4,,Winter,HB,1,0,0,1,2,8,2020,NA,NA,1,2562.9620252
TBM2019031304,AM,,,A,20,1,-82.426166,27.86885,0.6,C,121,YES,0.6,,30,,,100,,,12,12,20,0,,,TBM19031304,10:37:00,14MAR2019,3,2019,20,1.4,,Winter,HB,3,5,0,2,8,36,2020,NA,NA,29,2277.8200299
TBM2019031308,AM,,,B,20,1,-82.4897,27.914316,1.1,C,90,YES,1,,0,,,100,,,99,99,99,10,,,TBM19031308,13:21:00,14MAR2019,3,2019,20,1.4,,Winter,HB,5,9,3,6,8,62,2020,NA,NA,2,6307.6176093
TBM2019040204,AM,,,A,20,1,-82.5877,27.604033,0.8,E,371,YES,0.8,,100,,,,,,99,99,99,0.1,,,TBM19040204,10:22:00,05APR2019,4,2019,20,1.4,,Spring,LTB,3,3,0,4,7,34,2020,9116,2869.32799669831,8,21773.055647
TBM2019040401,AM,,,A,20,1,-82.594333,27.85985,0.6,B,126,YES,0.6,,80,,,100,,0,99,99,99,0.2,,,TBM19040401,8:40:00,04APR2019,4,2019,20,1.4,,Spring,OTB,5,6,0,5,7,46,2020,9113,396.805541052918,19,8681.7103268
TBM2019040402,AM,,,A,20,1,-82.582183,27.834833,0.8,B,140,YES,0.8,,100,,,100,,,99,99,99,3,,,TBM19040402,9:15:00,04APR2019,4,2019,20,1.4,,Spring,OTB,2,5,0,3,3,26,2020,9116,909.161009418896,19,8681.7103268
TBM2019040502,AM,,,B,20,1,-82.618766,27.713266,0.5,B,279,YES,0.5,,0,,,,,,99,99,99,0,,,TBM19040502,9:13:00,05APR2019,4,2019,20,1.4,,Spring,MTB,0,0,0,0,0,0,2020,9113,160.463782766071,17,7685.8332152
TBM2019040603,AM,,,A,20,1,-82.70155,27.960266,0.3,A,32,YES,0.3,,90,,,,,0,7,,10,0.2,,,TBM19040603,10:07:00,22APR2019,4,2019,20,1.4,,Spring,OTB,7,10,3,7,7,68,2020,NA,NA,22,5889.9419909
TBM2019040605,AM,,,A,20,1,-82.650216,28.015816,0.4,A,10,YES,0.4,,90,,,100,,,99,99,99,5,,,TBM19040605,11:30:00,22APR2019,4,2019,20,1.4,,Spring,OTB,3,6,0,4,3,32,2020,9116,481.252655667374,24,9065.0167245
TBM2019040703,AM,,,B,20,1,-82.478316,27.927516,1.1,C,74,YES,1,,0,,,100,,0,25,25,25,38,,,TBM19040703,9:30:00,12APR2019,4,2019,20,1.4,,Spring,HB,2,2,3,3,5,30,2020,NA,NA,2,6307.6176093
TBM2019040704,AM,,,B,20,1,-82.45135,27.9075,0.9,C,92,YES,0.9,,0,,,100,,0,25,25,29,0,,,TBM19040704,10:00:00,12APR2019,4,2019,20,1.4,,Spring,HB,2,4,3,2,5,32,2020,NA,NA,2,6307.6176093
TBM2019040705,AM,,,B,20,1,-82.413933,27.9304,0.7,C,78,YES,0.7,,0,,,100,,10,35,35,99,0,,,TBM19040705,10:31:00,12APR2019,4,2019,20,1.4,,Spring,HB,3,4,0,4,5,32,2020,NA,NA,1,2562.9620252
TBM2019040706,AM,,,B,20,1,-82.424166,27.9287,0.8,C,77,YES,0.8,,0,,,100,,0,25,25,55,0,,,TBM19040706,10:50:00,12APR2019,4,2019,20,1.4,,Spring,HB,2,3,0,2,2,18,2020,NA,NA,1,2562.9620252
TBM2019040905,AM,,,B,20,1,-82.554016,27.599016,0.8,E,385,YES,0.8,,0,,,100,,,99,99,99,0.5,,,TBM19040905,12:00:00,08APR2019,4,2019,20,1.4,,Spring,LTB,1,0,0,1,3,10,2020,9113,1270.12558593425,8,21773.055647
TBM2019041004,AM,,,B,20,1,-82.4168,27.804666,1,C,185,YES,1,,0,,,,,,99,99,99,0,,,TBM19041004,11:49:00,18APR2019,4,2019,20,1.4,,Spring,HB,1,0,3,1,2,14,2020,NA,NA,6,20137.862998
TBM2019041101,AM,,,B,20,1,-82.536866,27.91125,1.2,A,88,YES,1.2,,10,,,100,,,99,99,99,0,,,TBM19041101,9:00:00,11APR2019,4,2019,20,1.4,,Spring,OTB,0,0,0,0,0,0,2020,9113,489.800668358965,25,6527.2609432
TBM2019041104,AM,,,B,20,1,-82.628683,27.910766,1.1,A,83,YES,1.1,,10,,,100,,0,90,90,93,0,,,TBM19041104,11:05:00,11APR2019,4,2019,20,1.4,,Spring,OTB,0,0,0,0,0,0,2020,NA,NA,21,6230.095118
TBM2019041108,AM,,,B,20,1,-82.54275,27.865916,1.1,B,129,YES,1.1,,0,,,100,,,99,99,99,0,,,TBM19041108,14:04:00,11APR2019,4,2019,20,1.4,,Spring,OTB,0,0,0,0,0,0,2020,9113,91.944147273112,26,2301.490096
TBM2019041302,AM,,,A,20,1,-82.683283,27.51445,0.5,E,441,YES,0.5,,100,,,100,,,99,99,99,1.5,,,TBM19041302,9:52:00,16APR2019,4,2019,20,1.4,,Spring,LTB,9,4,7,8,10,76,2020,9116,1934.84613395539,10,9928.7089733
TBM2019041303,AM,,,B,20,1,-82.7192,27.52605,0.6,E,418,YES,0.6,,0,,,100,,0,75,75,78,0.5,,,TBM19041303,10:28:00,16APR2019,4,2019,20,1.4,,Spring,LTB,2,8,0,3,7,40,2020,NA,NA,10,9928.7089733
TBM2019050101,AM,,,B,20,1,-82.6049,27.802383,0.9,B,174,YES,0.9,,10,,,100,,0,60,50,60,0.1,,,TBM19050101,7:54:00,06MAY2019,5,2019,20,1.4,,Spring,MTB,1,4,0,1,0,12,2020,9113,179.938836724286,18,8914.5691846
TBM2019050102,AM,,,B,20,1,-82.522616,27.827916,1,B,160,YES,1,,0,,,100,,0,99,99,99,0.1,,,TBM19050102,8:40:00,06MAY2019,5,2019,20,1.4,,Spring,MTB,2,5,0,3,7,34,2020,9113,634.360339541977,27,11366.086965
TBM2019050504,AM,,,A,20,1,-82.646133,27.680783,0.6,B,314,YES,0.8,,80,,,100,,,99,99,99,20,,,TBM19050504,10:21:00,03MAY2019,5,2019,20,1.4,,Spring,LTB,5,3,0,5,10,46,2020,9116,1069.6381824152,16,8905.9006299
TBM2019050601,AM,,,B,20,1,-82.569616,27.633816,0.5,E,349,YES,0.3,,0,,,100,,0,12,12,15,0.2,,,TBM19050601,9:03:00,02MAY2019,5,2019,20,1.4,,Spring,LTB,0,0,0,0,0,0,2020,9116,2869.32799669831,8,21773.055647
TBM2019050602,AM,,,A,20,1,-82.544416,27.666183,0.7,E,338,YES,0.7,,80,,,100,,,99,99,99,1,,,TBM19050602,9:25:00,02MAY2019,5,2019,20,1.4,,Spring,MTB,7,10,0,7,7,62,2020,9116,1749.97286162106,7,12684.447768
TBM2019050604,AM,,,B,20,1,-82.47975,27.72275,1,C,269,YES,1,,0,,,100,,0,80,80,83,0,,,TBM19050604,10:32:00,02MAY2019,5,2019,20,1.4,,Spring,MTB,1,2,3,1,0,14,2020,9113,1794.50523109485,6,20137.862998
TBM2019050605,AM,,,B,20,1,-82.458233,27.757133,1,C,235,YES,1,,0,,,100,,,99,99,99,0,,,TBM19050605,10:52:00,02MAY2019,5,2019,20,1.4,,Spring,MTB,0,0,0,0,0,0,2020,9113,1794.50523109485,6,20137.862998
TBM2019050807,AM,,,B,20,1,-82.414966,27.928616,0.7,C,78,YES,0.7,,10,,,100,,0,99,99,99,0,,,TBM19050807,11:52:00,07MAY2019,5,2019,20,1.4,,Spring,HB,6,3,0,7,5,42,2020,NA,NA,1,2562.9620252
TBM2019051103,AM,,,B,20,1,-82.437316,27.83955,0.8,C,146,YES,0.8,,0,,,50,0,0,25,25,30,0.1,,,TBM19051103,9:07:00,06MAY2019,5,2019,20,1.4,,Spring,HB,0,0,0,0,0,0,2020,NA,NA,29,2277.8200299
TBM2019051106,AM,,,A,20,1,-82.401866,27.862166,0.7,C,135,YES,0.7,,70,,,100,,,99,99,99,7,,,TBM19051106,11:33:00,06MAY2019,5,2019,20,1.4,,Spring,HB,5,10,0,6,8,58,2020,9116,255.725660070721,3,3127.9801709
TBM2019051201,AM,,,B,20,1,-82.621983,27.993783,0.6,A,18,YES,0.6,,10,,,40,,0,5,5,8,0,,,TBM19051201,8:17:00,08MAY2019,5,2019,20,1.4,,Spring,OTB,3,6,0,3,3,30,2020,NA,NA,24,9065.0167245
TBM2019051203,AM,,,A,20,1,-82.70355,27.92645,0.7,A,61,YES,0.7,,100,,,100,,,99,99,99,1,,,TBM19051203,9:34:00,08MAY2019,5,2019,20,1.4,,Spring,OTB,2,3,0,2,3,20,2020,9116,132.003926880862,22,5889.9419909
TBM2019051304,AM,,,A,20,1,-82.645266,27.903866,1,A,82,YES,0.8,,100,,,100,,,99,44,99,11,,,TBM19051304,10:43:00,14MAY2019,5,2019,20,1.4,,Spring,OTB,4,7,0,5,3,38,2020,9113,370.372997773939,21,6230.095118
TBM2019051306,AM,,,B,20,1,-82.632533,27.891233,0.9,A,97,YES,0.9,,15,,,100,,,99,35,99,1.5,,,TBM19051306,11:53:00,14MAY2019,5,2019,20,1.4,,Spring,OTB,3,2,0,4,0,18,2020,9113,678.458431744676,20,5436.0899314
TBM2019051307,AM,,,A,20,1,-82.60295,27.877883,1.2,B,111,YES,1.2,,85,,,100,,,99,99,99,0.3,,,TBM19051307,12:12:00,14MAY2019,5,2019,20,1.4,,Spring,OTB,6,8,3,7,7,62,2020,9116,568.107451901287,20,5436.0899314
TBM2019060202,AM,,,B,20,1,-82.445566,27.913133,1,C,93,YES,1,,0,,,100,,0,30,31,31,0,,,TBM19060202,8:43:00,10JUN2019,6,2019,20,1.4,,Summer,HB,1,6,0,1,0,16,2020,NA,NA,2,6307.6176093
TBM2019060204,AM,,,B,20,1,-82.43425,27.899266,0.9,C,107,YES,0.9,,0,,,100,,0,50,48,53,0,,,TBM19060204,9:41:00,10JUN2019,6,2019,20,1.4,,Summer,HB,4,9,2,4,7,52,2020,NA,NA,3,3127.9801709
TBM2019060206,AM,,,B,20,1,-82.400133,27.823716,1.1,C,167,YES,1.1,,0,,,100,,0,99,99,99,0.1,,,TBM19060206,10:56:00,10JUN2019,6,2019,20,1.4,,Summer,HB,2,3,2,3,3,26,2020,9113,117.167378732837,5,3521.78211
TBM2019060504,AM,,,B,20,1,-82.5714,27.613783,1,E,372,YES,1,,0,,,100,,,99,99,99,0.1,,,TBM19060504,10:49:00,10JUN2019,6,2019,20,1.4,,Summer,LTB,0,0,0,0,0,0,2020,9116,2869.32799669831,8,21773.055647
TBM2019060507,AM,,,B,20,1,-82.566283,27.632716,0.9,E,362,YES,0.9,,0,,,100,,,99,99,99,0,,,TBM19060507,12:42:00,10JUN2019,6,2019,20,1.4,,Summer,LTB,2,7,0,2,3,28,2020,NA,NA,8,21773.055647
TBM2019060601,AM,,,A,20,1,-82.59795,27.97395,1,A,28,YES,1,,90,,,100,,0,30,20,30,2,,,TBM19060601,8:26:00,11JUN2019,6,2019,20,1.4,,Summer,OTB,5,7,2,6,7,54,2020,9113,777.115087122655,24,9065.0167245
TBM2019060602,AM,,,A,20,1,-82.624483,27.99715,0.9,A,18,YES,0.9,,100,,,100,,,99,99,99,3.5,,,TBM19060602,8:53:00,11JUN2019,6,2019,20,1.4,,Summer,OTB,6,8,2,6,7,58,2020,9116,481.252655667374,24,9065.0167245
TBM2019060608,AM,,,A,20,1,-82.7137,27.933483,1,A,44,YES,1,,90,,,100,8,0,99,99,99,5,,,TBM19060608,13:25:00,11JUN2019,6,2019,20,1.4,,Summer,OTB,7,5,2,7,10,62,2020,9121,721.794598071725,22,5889.9419909
TBM2019060704,AM,,,A,20,1,-82.4878,27.711,1.2,C,287,YES,0.9,,50,,,100,,0,5,5,11,2,,,TBM19060704,10:45:00,12JUN2019,6,2019,20,1.4,,Summer,MTB,6,6,8,8,7,70,2020,NA,NA,7,12684.447768
TBM2019060906,AM,,,A,20,1,-82.4359,27.764166,0.9,C,236,YES,0.9,,75,,,100,,10,99,25,99,0.5,,,TBM19060906,11:45:00,13JUN2019,6,2019,20,1.4,,Summer,MTB,5,4,5,6,7,54,2020,9116,330.606135678596,6,20137.862998
TBM2019061202,AM,,,B,20,1,-82.69185,27.640083,0.8,D,342,YES,0.8,,0,,,100,,4,99,99,99,0.1,,,TBM19061202,10:04:00,17JUN2019,6,2019,20,1.4,,Summer,LTB,2,5,0,2,3,24,2020,9116,5837.49930469316,12,18816.122087
TBM2019061304,AM,,,A,20,1,-82.555116,27.846233,0.9,B,141,YES,0.9,,40,,,100,,,99,99,99,1,,,TBM19061304,10:07:00,17JUN2019,6,2019,20,1.4,,Summer,OTB,2,8,2,2,3,34,2020,NA,NA,27,11366.086965
TBM2019061305,AM,,,B,20,1,-82.604333,27.8375,0.9,B,138,YES,0.9,,0,,,100,,,99,99,99,0,,,TBM19061305,10:41:00,17JUN2019,6,2019,20,1.4,,Summer,MTB,1,2,0,1,3,14,2020,NA,NA,19,8681.7103268
TBM2019061409,AM,,,B,20,1,-82.639533,27.70235,1,B,278,YES,1,,0,,,100,,0,99,99,99,0,,,TBM19061409,13:45:00,18JUN2019,6,2019,20,1.4,,Summer,MTB,2,5,0,3,3,26,2020,9113,695.341829544988,16,8905.9006299
TBM2019061505,AM,,,A,20,1,-82.6016,27.563383,0.9,E,405,YES,0.9,,100,,,100,,,99,20,99,3,,,TBM19061505,11:22:00,18JUN2019,6,2019,20,1.4,,Summer,LTB,6,3,10,8,10,74,2020,9116,2869.32799669831,8,21773.055647
TBM2019061605,AM,,,B,20,1,-82.681416,27.917616,0.8,A,63,YES,0.8,,0,,,100,,,99,99,99,0,,,TBM19061605,11:58:00,21JUN2019,6,2019,20,1.4,,Summer,OTB,1,2,0,1,0,8,2020,9121,1761.01151392567,21,6230.095118
TBM2019061608,AM,,,A,20,1,-82.554866,27.848933,0.9,B,141,YES,1,,70,,,100,,,15,15,15,2,,,TBM19061608,14:05:00,21JUN2019,6,2019,20,1.4,,Summer,OTB,9,9,8,10,7,86,2020,9113,91.944147273112,26,2301.490096
TBM2019070301,AM,,,A,20,1,-82.671516,27.672366,0.9,D,312,YES,0.9,,100,,,100,,0,99,99,99,0.2,,,TBM19070301,7:55:00,01JUL2019,7,2019,20,1.4,,Summer,LTB,6,6,0,5,10,54,2020,9116,1069.6381824152,16,8905.9006299
TBM2019070405,AM,,,B,20,1,-82.404016,27.85945,1.2,C,135,YES,1.2,,0,,,100,,,99,99,99,1,,,TBM19070405,11:01:00,02JUL2019,7,2019,20,1.4,,Summer,HB,4,4,5,5,7,50,2020,NA,NA,3,3127.9801709
TBM2019070502,AM,,,A,20,1,-82.6199,28.005866,0.6,A,12,YES,0.6,,100,,,100,,,99,50,99,250,,,TBM19070502,8:56:00,03JUL2019,7,2019,20,1.4,,Summer,OTB,4,3,5,5,7,48,2020,NA,NA,24,9065.0167245
TBM2019070507,AM,,,B,20,1,-82.5947,27.972566,1.2,A,28,YES,1.2,,15,,,100,,,10,10,13,0.2,,,TBM19070507,14:53:00,03JUL2019,7,2019,20,1.4,,Summer,OTB,7,9,5,9,7,74,2020,9113,489.800668358965,25,6527.2609432
TBM2019070606,AM,,,B,20,1,-82.60505,27.798466,0.9,B,192,YES,0.9,,0,,,100,,0,99,99,99,0,,,TBM19070606,12:47:00,08JUL2019,7,2019,20,1.4,,Summer,MTB,1,5,0,1,7,28,2020,NA,NA,18,8914.5691846
TBM2019070607,AM,,,A,20,1,-82.621933,27.779733,0.8,B,208,YES,0.5,,95,,,,,,99,99,99,0,,,TBM19070607,13:09:00,08JUL2019,7,2019,20,1.4,,Summer,MTB,5,5,2,4,10,52,2020,9113,179.938836724286,18,8914.5691846
TBM2019070803,AM,,,A,20,1,-82.628333,27.909283,0.7,A,83,YES,0.7,,50,,,100,,0,15,10,20,0,,,TBM19070803,10:00:00,09JUL2019,7,2019,20,1.4,,Summer,OTB,9,8,5,9,7,76,2020,NA,NA,20,5436.0899314
TBM2019070805,AM,,,A,20,1,-82.644966,27.908233,1.1,A,82,YES,1.1,,100,,,100,,,99,30,99,2,,,TBM19070805,10:58:00,09JUL2019,7,2019,20,1.4,,Summer,OTB,4,4,2,4,3,34,2020,9113,370.372997773939,21,6230.095118
TBM2019070901,AM,,,A,20,1,-82.492716,27.823966,0.6,C,162,YES,0.6,,90,,,100,,0,30,25,30,3,,,TBM19070901,8:43:00,11JUL2019,7,2019,20,1.4,,Summer,MTB,9,7,8,9,10,86,2020,9113,634.360339541977,27,11366.086965
TBM2019070903,AM,,,B,20,1,-82.554833,27.848866,1.1,B,141,YES,1.1,,20,,,100,,0,25,23,25,5,,,TBM19070903,10:04:00,11JUL2019,7,2019,20,1.4,,Summer,OTB,9,7,2,9,7,68,2020,9113,91.944147273112,26,2301.490096
TBM2019071102,AM,,,B,20,1,-82.443516,27.762916,1.2,C,236,YES,1.2,,0,,,100,,,99,99,99,0,,,TBM19071102,10:10:00,11JUL2019,7,2019,20,1.4,,Summer,MTB,1,4,0,0,3,16,2020,9113,1794.50523109485,6,20137.862998
TBM2019071103,AM,,,B,20,1,-82.417033,27.79605,1.3,C,203,YES,1.3,,0,,,100,,,63,60,65,0,,,TBM19071103,10:32:00,11JUL2019,7,2019,20,1.4,,Summer,MTB,0,0,0,0,0,0,2020,NA,NA,6,20137.862998
TBM2019071106,AM,,,A,20,1,-82.399616,27.821716,1.1,C,168,YES,1.1,,70,,,100,,,99,99,99,0.9,,,TBM19071106,11:59:00,11JUL2019,7,2019,20,1.4,,Summer,HB,7,6,5,7,10,70,2020,9116,210.836141588603,5,3521.78211
TBM2019071408,AM,,,B,20,1,-82.695433,27.5284,1.3,E,420,YES,1.2,,0,,,100,,0,99,99,99,0.5,,,TBM19071408,13:47:00,15JUL2019,7,2019,20,1.4,,Summer,LTB,0,0,0,0,0,0,2020,NA,NA,10,9928.7089733
TBM2019071501,AM,,,A,20,1,-82.699966,27.62995,0.9,D,354,YES,0.9,,100,,,,,0,99,,99,1,,,TBM19071501,7:59:00,09JUL2019,7,2019,20,1.4,,Summer,LTB,4,2,3,3,10,44,2020,9116,5837.49930469316,12,18816.122087
TBM2019071601,AM,,,A,20,1,-82.511266,27.6982,0.7,E,305,YES,0.7,,40,,,100,,10,,15,45,7,,,TBM19071601,8:30:00,15JUL2019,7,2019,20,1.4,,Summer,MTB,8,9,8,9,10,88,2020,9116,1749.97286162106,7,12684.447768
TBM2019071603,AM,,,B,20,1,-82.554833,27.599633,1.1,E,385,YES,1.1,,0,,,100,,10,99,99,99,0.2,,,TBM19071603,9:56:00,15JUL2019,7,2019,20,1.4,,Summer,LTB,8,4,0,6,7,50,2020,NA,NA,8,21773.055647
TBM2019071702,AM,,,A,20,1,-82.635816,27.720583,0.9,B,259,YES,0.9,,95,,,100,0,10,99,15,99,0.1,,,TBM19071702,10:45:00,24JUL2019,7,2019,20,1.4,,Summer,MTB,10,9,10,9,10,96,2020,9116,895.88107054684,17,7685.8332152
TBM2019080202,AM,,,B,20,1,-82.651366,27.5349,0.9,E,412,YES,0.9,,0,,,,,,99,,99,0.3,,,TBM19080202,9:16:00,02AUG2019,8,2019,20,1.4,,Summer,LTB,1,3,7,2,3,32,2020,9116,2869.32799669831,8,21773.055647
TBM2019080405,AM,,,A,20,1,-82.57055,27.625183,0.6,E,361,YES,0.6,,100,,,100,,0,99,99,99,3,,,TBM19080405,11:38:00,06AUG2019,8,2019,20,1.4,,Summer,LTB,6,10,3,7,7,66,2020,9116,2869.32799669831,8,21773.055647
TBM2019080406,AM,,,B,20,1,-82.575066,27.611816,1,E,372,YES,1,,0,,,100,,0,99,99,99,0.1,,,TBM19080406,12:00:00,06AUG2019,8,2019,20,1.4,,Summer,LTB,1,6,0,1,3,22,2020,NA,NA,8,21773.055647
TBM2019080802,AM,,,A,20,1,-82.5384,27.882033,1.2,B,115,YES,1,,90,,,,,,50,,51,0.5,,,TBM19080802,8:25:00,09AUG2019,8,2019,20,1.4,,Summer,OTB,8,7,8,8,10,82,2020,9116,298.466372656861,26,2301.490096
TBM2019080803,AM,,,B,20,1,-82.633366,27.888233,1,A,96,YES,1,,10,,,100,,10,,15,99,0.1,,,TBM19080803,9:00:00,09AUG2019,8,2019,20,1.4,,Summer,OTB,2,2,0,3,0,14,2020,9113,678.458431744676,20,5436.0899314
TBM2019080804,AM,,,A,20,1,-82.656283,27.910933,1.1,A,81,NO,0.9,,40,,,100,,10,,10,40,1,,,TBM19080804,9:45:00,09AUG2019,8,2019,20,1.4,,Summer,OTB,5,6,2,5,10,56,2020,9113,370.372997773939,21,6230.095118
TBM2019080805,AM,,,A,20,1,-82.669666,27.913333,1,A,80,NO,0.7,,100,,,100,,10,,15,99,0.5,,,TBM19080805,10:08:00,09AUG2019,8,2019,20,1.4,,Summer,OTB,5,2,2,5,7,42,2020,9113,370.372997773939,21,6230.095118
TBM2019080903,AM,,,B,20,1,-82.416666,27.795083,1.1,C,203,YES,1.1,,0,,,100,,,99,99,99,0,,,TBM19080903,9:37:00,13AUG2019,8,2019,20,1.4,,Summer,MTB,2,8,0,2,3,30,2020,NA,NA,6,20137.862998
TBM2019080906,AM,,,B,20,1,-82.443766,27.806083,1,C,184,YES,1,,0,,,,,,20,,20,0,,,TBM19080906,11:48:00,13AUG2019,8,2019,20,1.4,,Summer,MTB,2,7,2,1,3,30,2020,NA,NA,6,20137.862998
TBM2019081105,AM,,,B,20,1,-82.670783,27.6754,0.8,D,312,YES,0.8,,0,,,,,,99,99,99,0,,,TBM19081105,11:27:00,13AUG2019,8,2019,20,1.4,,Summer,LTB,2,7,0,2,3,28,2020,9113,695.341829544988,16,8905.9006299
TBM2019081205,AM,,,A,20,1,-82.66515,28.024033,1,A,6,YES,1,,40,,,100,,0,50,50,52,0,,,TBM19081205,12:20:00,14AUG2019,8,2019,20,1.4,,Summer,OTB,6,9,5,7,7,68,2020,9116,303.925057561217,23,10324.219466
TBM2019081402,AM,,,A,20,1,-82.600416,27.829116,0.9,B,155,YES,0.9,,40,,,100,,,99,99,99,0.2,,,TBM19081402,8:39:00,19AUG2019,8,2019,20,1.4,,Summer,MTB,6,9,10,8,7,80,2020,NA,NA,19,8681.7103268
